,separacion_basura,exposicion_deslizamientos,exposicion_precipicios,exposicion_inundaciones,informacion_basura,conserva_agua,purificacion_agua,sanitario_compartido,agua_potable,barrido_calle,viento_min,exposicion_basurales,viento_max
0,0.4675372185437076,0.1693579778223626,0.0781360515914291,0.0451753046299244,0.1477034469744778,1.0,0.9615384615384616,0.0769230769230769,1.0,0.6658514492096568,3.0,0.1220692531583636,11.0
1,0.6363636363636364,0.0,0.0,0.0952380952380952,0.0454545454545454,1.0,0.9901960784313726,0.1386138613861386,1.0,0.9545454545454546,3.0,0.1904761904761905,13.0
2,0.4675372185437076,0.0025974025974025,0.0057416267942583,0.0109362124848857,0.1845957908107575,0.9484697471201272,1.0,0.1111111111111111,1.0,0.9650702802976576,9.0,0.0357954410791047,11.0
3,0.5,0.0,0.0,0.0,0.0,0.9452054794520548,0.9545454545454546,0.053030303030303,1.0,1.0,12.0,0.0,12.0
4,0.2857142857142857,0.0,0.0,0.0079264319798923,0.1428571428571428,1.0,1.0,0.1153846153846154,1.0,1.0,9.0,0.0410513394949834,12.0
5,0.4626865671641791,0.0,0.0,0.0615384615384615,0.1791044776119403,0.975103734439834,0.9853300733496332,0.1053921568627451,1.0,0.8059701492537313,11.0,0.0615384615384615,12.0
6,0.4675372185437076,0.1729943414587262,0.0781360515914291,0.0454355460492027,0.1308125365794675,0.8974358974358975,0.9609375,0.0625,1.0,0.5402102452210438,2.0,0.1185872658150028,12.0
7,0.375,0.0,0.0,0.0,0.25,0.8958333333333334,0.9876543209876544,0.1728395061728395,1.0,1.0,10.0,0.125,12.0
8,0.4675372185437076,0.0230216129846102,0.0252444351986686,0.0281244601632646,0.1243000598584506,0.8888888888888888,0.935483870967742,0.064516129032258,1.0,0.5590638461138326,2.0,0.0872812732930338,13.0
9,0.3333333333333333,0.0,0.0,0.0,0.0,0.9642857142857144,1.0,0.136986301369863,1.0,0.8,9.0,0.0,11.0
10,0.4675372185437076,0.0870532335379698,0.070236114000416,0.0413208647138991,0.1271919517427689,0.9888981125775986,0.978496245971192,0.0798220383174184,1.0,0.5972593652557234,2.0,0.1047365804455042,13.0
11,0.2666666666666667,0.2,0.0,0.0,0.1333333333333333,0.9519230769230768,0.9748743718592964,0.185929648241206,1.0,0.2666666666666667,6.0,0.3333333333333333,13.0
12,0.4675372185437076,0.0,0.0066985645933014,0.011865375835931,0.1309707685002613,1.0,1.0,0.2121212121212121,1.0,0.6287986916446793,5.0,0.0506108209252739,12.0
13,0.625,0.0,0.0,0.0,0.375,1.0,1.0,0.0909090909090909,1.0,1.0,7.0,0.125,12.0
14,0.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.8125,1.0,0.0,1.0,1.0,9.0,0.1666666666666667,12.0
15,0.4675372185437076,0.0015473887814313,0.0105263157894736,0.0212069529811355,0.1189722116878987,0.9285714285714286,1.0,0.0,1.0,0.607961293642817,5.0,0.0767743530205534,12.0
16,0.2,0.0,0.0,0.0,0.4,0.9347826086956522,0.9325842696629212,0.0337078651685393,1.0,1.0,12.0,0.0,12.0
17,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.8,1.0,0.0,1.0,1.0,10.25,0.0,12.0
18,0.75,0.0,0.0,0.0,0.0,0.9615384615384616,0.9622641509433962,0.4150943396226415,1.0,0.875,7.0,0.125,12.0
