,Año,Semana,Ubigeo,casos,viento_prom,barrido_calle,separacion_basura,exposicion_basurales,exposicion_precipicios,exposicion_deslizamientos,agua_potable,sanitario_compartido,conserva_agua,purificacion_agua
3161,2022,12,150110,20.0,-0.8789891118686284,0.4999999999999999,0.4989050957435933,0.0344827586206896,0.0344827586206896,0.1206896551724138,1.0,0.148116250259601,0.9765462758002222,0.9879018301593993
3163,2022,12,150112,1.0,-0.8585853908605501,0.953078145072896,0.4094734805210804,0.0362933392997115,0.0043887147335423,0.0180278042796783,1.0,0.1905708758601065,0.9738120721281578,0.9797856848534828
3165,2022,12,150114,2.0,-1.1878376732769156,1.0,0.35,0.0,0.0,0.04,1.0,0.045364099983269,0.951612505482938,1.0
3177,2022,12,150123,4.0,-1.6369071079664599,0.9291305241971246,0.3799207913549779,0.1150311344198499,0.0160883194766253,0.0490759165871609,1.0,0.0690825723364201,1.0,1.0
3180,2022,12,150125,2.0,-0.9188795327158832,0.9091749492280492,0.4139377662353661,0.1053934853850926,0.0076332288401253,0.0255799373040752,1.0,0.1278236293348027,1.0,0.9814756136807492
3187,2022,12,150132,26.0,-0.9587699535631367,0.8666666666666666,0.4109307065217391,0.016630489547725,0.025,0.2262337662337662,1.0,0.1361613084307344,0.9787873638793272,0.98559783684728
3190,2022,12,150135,1.0,-0.6290091412258355,0.3634615384615384,0.45,0.0184578954298905,0.0,0.0,1.0,0.1158684893776781,0.9795656541695764,0.9894262710816034
3199,2022,12,150143,1.0,-1.3244321446629679,0.8352099564986629,0.4558444172466513,0.1666137181444915,0.0043887147335423,0.1274057939489511,1.0,0.1174712242052801,0.9896845984651884,0.9913846588917236
3201,2022,13,150103,2.0,-1.1449252508503236,0.948520068433334,0.468195821364747,0.1019606535496729,4.704088008746348e-05,0.0054743249146094,0.999200181312362,0.0885279956678341,0.9355089107230474,0.9867296156829796
3210,2022,13,150109,1.0,-1.5039390384756122,0.856143274608074,0.3914892442605227,0.0894062229920765,0.0424155410275631,0.1062210963790214,0.9974907463328592,0.0142959323010041,1.0,1.0
3211,2022,13,150110,28.0,-0.7859114632250349,0.1562499999999997,0.4722722895066743,0.0581896551724138,0.0581896551724138,0.2036637931034483,1.0,0.1481433160078218,0.9770178812007024,0.9875665147343878
3213,2022,13,150112,1.0,-0.6064045694123906,0.9208193698105116,0.396343641236466,0.0612450100682632,0.0074059561128526,0.0304219197219572,1.0,0.1900407903630624,0.9741534533344108,0.9800081607993324
3215,2022,13,150114,4.0,-1.3244321446629679,1.0,0.4328124999999999,0.0,0.0,0.073125,1.0,0.045766187165604,0.9514694136146152,1.0
3221,2022,13,150117,1.0,-0.247390781787102,0.9190265368133382,0.4057345845416557,0.0863322390729519,0.0092309952978056,0.0319560106310481,1.0,0.1208075603806829,0.9915678107197218,0.9980265059520448
3222,2022,13,150118,3.0,-0.6064045694123906,0.4130434782608696,0.5017744545769836,0.163629936253657,0.1834239130434782,0.3668478260869565,1.0,0.1154274820583485,0.998127773668639,0.9981224396904872
3227,2022,13,150123,9.0,-1.6834459322882565,0.8665623852722723,0.3848602587817436,0.1071322965958632,0.0271490391168052,0.0828156092408341,1.0,0.069104624023065,1.0,1.0
3230,2022,13,150125,3.0,-0.6064045694123906,0.8467327268223329,0.3977387305221803,0.0919140065873438,0.0128810736677116,0.0431661442006269,1.0,0.1273866170535969,1.0,0.9813260166158918
3237,2022,13,150132,18.0,-1.1449252508503236,0.9608695652173912,0.4298921535326087,0.0048159790349423,0.0421875,0.1533766233766234,1.0,0.1357074844677023,0.9790483663881988,0.9854086266670968
3240,2022,13,150135,2.0,-0.0678838879744577,0.3792067307692308,0.38125,0.0053592107862089,0.0,0.0,1.0,0.115566288119426,0.9795237944431447,0.9894132518436516
3249,2022,13,150143,6.0,-1.3244321446629679,0.8817084844783598,0.4181654361562915,0.0789547670158884,0.0074059561128526,0.0881626771451792,1.0,0.1173538138596943,0.9895341635453616,0.991244886609368
3251,2022,14,150103,3.0,-1.1449252508503236,0.95,0.5,0.1052631578947368,0.0,0.0,1.0,0.0898951460431377,0.9360110624904034,0.98658369418904
3256,2022,14,150106,1.0,-0.9654183570376793,0.7545999399334726,0.3903755324707322,0.1183714127582379,0.0499591113534142,0.1418727000136294,1.0,0.1103307155841875,0.9777416716611728,0.9701681938750903
3260,2022,14,150109,2.0,-1.5039390384756122,0.8201824720027838,0.3903755324707322,0.0904143319638459,0.0501499250374812,0.1191031756848848,1.0,0.0165816326530612,1.0,1.0
3261,2022,14,150110,31.0,-0.7859114632250349,0.0,0.4482758620689655,0.0689655172413793,0.0689655172413793,0.2413793103448276,1.0,0.1481720091882907,0.9774932605672496,0.9872110371793114
3263,2022,14,150112,4.0,-0.6064045694123906,0.9061562901457916,0.3903755324707322,0.0725866785994231,0.0087774294670846,0.0360556085593566,1.0,0.1894739508157941,0.9745153613991642,0.9802440139674092
3265,2022,14,150114,3.0,-1.1449252508503236,1.0,0.5,0.0,0.0,0.1,1.0,0.0461649370632606,0.9513146536690849,1.0
3272,2022,14,150118,2.0,-0.9654183570376793,0.3043478260869565,0.4782608695652174,0.1304347826086956,0.2173913043478261,0.4347826086956522,1.0,0.1163372812024353,0.997833251953125,0.9978298611111112
3277,2022,14,150123,16.0,-1.5039390384756122,0.8090330508462471,0.3903755324707322,0.1013458502170027,0.0321766389532506,0.0981518331743219,1.0,0.0691285415965486,1.0,1.0
3280,2022,14,150125,2.0,-0.7859114632250349,0.8183498984560983,0.3903755324707322,0.0857869707701853,0.0152664576802507,0.0511598746081504,1.0,0.1269529454402135,1.0,0.9811688209486308
3287,2022,14,150132,19.0,-0.7859114632250349,1.0,0.45,0.0,0.05,0.1,1.0,0.1352238267004408,0.979325062677131,0.9852144561599404
3290,2022,14,150135,7.0,-0.42689767559974634,0.4,0.35,0.0,0.0,0.0,1.0,0.1152541158687323,0.9794788937012616,0.989400462545752
3300,2022,15,150102,1.0,-1.1449252508503236,0.6915129348428184,0.3971677747871372,0.109626049676574,0.0429848867785173,0.1251812694505019,1.0,0.1189854384298828,0.992242385862144,0.9933916620307152
3301,2022,15,150103,1.0,-1.1449252508503236,0.9587404695409656,0.5453851254474376,0.1048766482769558,0.0,0.0099046610169491,1.0,0.0913343002869582,0.9365415061497596,0.9864336170550996
3306,2022,15,150106,3.0,-0.6064045694123906,0.6471103659855343,0.402296022188847,0.1094029790250456,0.0421530002044432,0.1197050906364998,1.0,0.1115980884380265,0.9775810786559908,0.9698494966336694
3310,2022,15,150109,5.0,-1.6834459322882565,0.7829613613526702,0.3945310653558136,0.0904461914285941,0.0431458858244489,0.1038005961507882,1.0,0.0190031861629494,1.0,1.0
3311,2022,15,150110,21.0,-0.247390781787102,0.0554772537689139,0.4244796054436833,0.0664133393829401,0.0581896551724137,0.2036637931034483,1.0,0.148202213555847,0.9779716331734292,0.9868368376463172
3313,2022,15,150112,4.0,-1.2795554212098068,0.9208193698105116,0.4075043555221803,0.0612450100682632,0.0074059561128526,0.0304219197219572,1.0,0.188871852539686,0.9748963301182396,0.98049228884184
3316,2022,15,70104,1.0,0.2911298996508309,1.0,0.3817883252104563,0.0125,0.0,0.0,1.0,0.0348841287819168,0.9341428833528848,0.9568224264278434
3321,2022,15,150117,1.0,-0.247390781787102,0.9190265368133382,0.3395196622169906,0.0441338253832988,0.0092309952978056,0.0319560106310481,1.0,0.1189936084495809,0.992089041552624,0.9973952536471432
3322,2022,15,150118,4.0,-1.3244321446629679,0.3442621477718603,0.4617453759095589,0.1152633635277899,0.1842557996175523,0.3701551177536232,1.0,0.11729499684432,0.9975224782729292,0.9975218732615182
3327,2022,15,150123,9.0,-1.3244321446629679,0.7628099169140684,0.3996611010721408,0.0984220808613486,0.0279809256908793,0.0861229009075007,1.0,0.0691543167878964,1.0,1.0
3330,2022,15,150125,8.0,-0.42689767559974634,0.8213068008038483,0.3956499915339111,0.086148366284914,0.0139967144068099,0.0473335508400831,1.0,0.1265229917172835,1.0,0.9810045984736678
3337,2022,15,150132,18.0,-0.6064045694123906,0.9456521739130436,0.4789393682065217,0.0234375,0.0421875,0.0650892857142857,1.0,0.1347118766864589,0.9796163317618344,0.9850158130566996
3349,2022,15,150143,2.0,-0.6064045694123906,0.9466790350855688,0.3700867576276067,0.0522997174310915,0.0074059561128526,0.0385448648057703,1.0,0.1170916992662102,0.9892346196985232,0.9909394351103826
3351,2022,16,150103,3.0,-0.7859114632250349,0.9758248618141916,0.6005275189162408,0.103793869089426,0.0,0.0347457627118644,1.0,0.092839919640179,0.9370984807945862,0.9862797485163072
3356,2022,16,150106,1.0,-0.6064045694123906,0.4106333033000697,0.4285210995686994,0.0934478900707985,0.0249795556767071,0.0709363500068147,1.0,0.112881927088809,0.9774130689116348,0.9695160808538376
3358,2022,16,150107,2.0,-1.1449252508503236,0.867268106686548,0.4056708944501027,0.0912788888087174,0.0173867201500259,0.0517541115805733,1.0,0.1328630831129156,0.9796594350966608,0.9890620317018656
3361,2022,16,150110,31.0,-0.42689767559974634,0.1874130275942969,0.3982871749941029,0.0607985480943738,0.0344827586206896,0.1206896551724137,1.0,0.1482338128653303,0.9784522182928078,0.9864453562875528
3363,2022,16,150112,3.0,-2.9399941889767667,0.9530781450728958,0.4451877662353661,0.0362933392997115,0.0043887147335423,0.0180278042796783,1.0,0.1882359908561229,0.9752948932874584,0.9807520299067513
3365,2022,16,150114,2.0,-0.6064045694123906,1.0,0.6083333333333334,0.0833333333333333,0.0,0.1433333333333333,1.0,0.0469510900906673,0.9509706256381194,1.0
3371,2022,16,150117,3.0,0.11162300583818661,0.9520157255190154,0.2493402610751975,0.0232086394688845,0.0054702194357366,0.0189368951887692,1.0,0.1180504349325414,0.992357289901894,0.9970565784796122
3372,2022,16,150118,6.0,-0.9654183570376793,0.4320736554786488,0.4461099051103141,0.1025307760744675,0.1113576892109501,0.2279746376811594,1.0,0.1182969430995566,0.9971965360923633,0.9971996614701866
3377,2022,16,150123,8.0,-1.1449252508503236,0.7180627680734997,0.4128952173062305,0.096362328099294,0.0187503565136623,0.0596592499204942,1.0,0.0691819413281339,1.0,1.0
3380,2022,16,150125,19.0,-0.247390781787102,0.8278119859688984,0.4077328749650608,0.0871440429713682,0.0110519436505605,0.0384569105648473,1.0,0.1260971331074379,1.0,0.9808339209857044
3383,2022,16,150128,1.0,-0.247390781787102,1.0,0.1875,0.2767857142857142,0.0,0.0,1.0,0.0997757605327314,0.960007931078394,0.9652023750261696
3387,2022,16,150132,17.0,-0.9654183570376793,0.826086956521739,0.5173301630434782,0.075,0.0249999999999999,0.0328571428571428,1.0,0.1341731759832655,0.9799210526580184,0.984813185088263
3390,2022,16,150135,1.0,0.2911298996508309,0.7115384615384617,0.425,0.0100709234630646,0.0,0.0,1.0,0.1146008055055804,0.9793803527283794,0.9893755923072995
3398,2022,16,150142,2.0,-0.0678838879744577,0.5464476685472027,0.3380449090925089,0.0979834039048331,0.0043887147335423,0.0177115987460815,1.0,0.1569879061981244,0.980893232909904,0.9940698713486305
3399,2022,16,150143,1.0,-0.7859114632250349,0.973369481229329,0.3517424940327822,0.0849126708856869,0.0043887147335423,0.0195755816733981,1.0,0.1169473329139962,0.9890854409278776,0.990774825383646
3401,2022,17,150103,13.0,-1.3244321446629679,0.9924968231803216,0.6470728195935902,0.1021299448308675,0.0,0.0672139830508474,1.0,0.0944064653436834,0.9376802255183532,0.9861224528078124
3406,2022,17,150106,3.0,-1.1449252508503236,0.1741562406146052,0.4547461769485519,0.0782188521278545,0.0078061111489709,0.0221676093771295,1.0,0.1141795975406413,0.9772382604897016,0.9691691730804628
3410,2022,17,150109,2.0,-1.1449252508503236,0.7069573092250957,0.417656663592309,0.0904761054966275,0.0123281132871064,0.0364692462007632,1.0,0.0242259853417925,1.0,1.0
3411,2022,17,150110,18.0,-0.6064045694123906,0.3440633402541103,0.377125385722607,0.0551837568058076,0.0107758620689655,0.0377155172413792,1.0,0.1482666908715799,0.9789342351989508,0.986038033255166
3415,2022,17,150114,6.0,-1.1449252508503236,1.0,0.6499999999999999,0.140625,0.0,0.16,1.0,0.0473378257634817,0.9507816055985436,1.0
3421,2022,17,150117,3.0,-0.6064045694123906,0.9850049142246924,0.1633346125134886,0.0067005613585201,0.0017094435736677,0.0059177797464903,1.0,0.1170851359082219,0.992629793333924,0.9967041984923036
3422,2022,17,150118,8.0,-1.3244321446629679,0.5198851631854374,0.4344549372424548,0.0937682914143508,0.0384595788043478,0.0857941576086955,1.0,0.1193394340836993,0.9968565088757396,0.9968644110655944
3427,2022,17,150123,13.0,-1.5039390384756122,0.6679909911144847,0.424745846100126,0.0940846690201087,0.0095197873364454,0.0331955989334878,1.0,0.0692114069482866,1.0,1.0
3430,2022,17,150125,13.0,-0.7859114632250349,0.8343171711339484,0.4210134421266012,0.0886412360429503,0.007728834007612,0.0284334503258921,1.0,0.1256757468333077,1.0,0.9806573602794428
3437,2022,17,150132,15.0,-0.7859114632250349,0.7065217391304348,0.5508602241847826,0.1265625,0.0078125,0.0091964285714285,1.0,0.1336092661483695,0.9802381043813932,0.9846070599855192
3440,2022,17,150135,1.0,-0.7859114632250349,0.9105769230769232,0.4765625,0.0210280647580166,0.0,0.0,1.0,0.1142601409509026,0.9793269042759992,0.9893635206353424
3449,2022,17,150143,2.0,-1.1449252508503236,0.9926092922718236,0.3384541998725829,0.1265134028716454,0.0013714733542319,0.0055050280805023,1.0,0.1167943191219236,0.9889366110299918,0.9906030059986763
3451,2022,18,150103,11.0,-1.1449252508503236,1.0,0.6666666666666666,0.1,0.0,0.1,1.0,0.0960283986383548,0.9382849794145308,0.9859620941647648
3456,2022,18,150106,1.0,-1.5039390384756122,0.0666666666666666,0.4666666666666667,0.0714285714285714,0.0,0.0,1.0,0.115488465797629,0.97705727145179,0.9688099998584124
3459,2022,18,150108,1.0,-0.247390781787102,0.125,0.875,0.375,0.125,0.25,1.0,0.1826537740763291,0.9776823885486646,0.9781163891621516
3460,2022,18,150109,1.0,-1.6834459322882565,0.6928332603468046,0.4298809523809524,0.0905071807130624,0.005324074074074,0.0211666666666666,1.0,0.027013297353534,1.0,1.0
3461,2022,18,150110,22.0,-0.42689767559974634,0.4736842105263158,0.3684210526315789,0.0526315789473684,0.0,0.0,1.0,0.1483007313294352,0.9794169031654244,0.985616308701304
3463,2022,18,150112,5.0,-0.247390781787102,1.0,0.5,0.0,0.0,0.0,1.0,0.1868689585521702,0.9761389381596114,0.9813020885445216
3465,2022,18,150114,2.0,-1.1449252508503236,1.0,0.6666666666666666,0.1666666666666667,0.0,0.1666666666666667,1.0,0.0477198892377463,0.950581413573478,1.0
3469,2022,18,150101,1.0,-0.247390781787102,1.0,0.4285714285714285,0.0,0.0,0.0,1.0,0.1215490072475198,0.9913879755047376,0.9980299265170792
3472,2022,18,150118,11.0,-0.9654183570376793,0.5597994848703413,0.4298809523809524,0.0905071807130624,0.005324074074074,0.0211666666666666,1.0,0.1204187839123018,0.9965034800873706,0.99651730737622
3477,2022,18,150123,10.0,-1.5039390384756122,0.6057939728269677,0.4298809523809524,0.0905071807130624,0.005324074074074,0.0211666666666666,1.0,0.06924270537938,1.0,1.0
3480,2022,18,150125,3.0,-0.42689767559974634,0.8372740734816985,0.4298809523809524,0.0905071807130624,0.005324074074074,0.0211666666666666,1.0,0.1252592101175241,1.0,0.980475488149584
3487,2022,18,150132,20.0,-0.6064045694123906,0.6521739130434783,0.5652173913043478,0.15,0.0,0.0,1.0,0.1330216887392799,0.9805663659476688,0.984397925479358
3488,2022,18,150133,1.0,-0.7859114632250349,1.0,0.2222222222222222,0.3333333333333333,0.0,0.0,1.0,0.131205820554792,0.9813058782100472,0.9823043333342958
3490,2022,18,150135,2.0,0.11162300583818661,1.0,0.5,0.0344827586206896,0.0,0.0,1.0,0.1139104525193439,0.9792707983654062,0.9893516974406285
3497,2022,18,70106,2.0,-0.247390781787102,1.0,0.5645161290322581,0.064516129032258,0.0,0.0,1.0,0.0730985873958141,0.9872475626410055,0.9907535212542335
3499,2022,18,150143,4.0,-0.7859114632250349,1.0,0.3333333333333333,0.1666666666666667,0.0,0.0,1.0,0.1166328268378347,0.9887880950830488,0.9904245117004196
5240,2023,1,150135,1.0,-0.9654183570376793,1.0,0.6,0.0,0.0,0.0,1.0,0.0978260869565217,0.9763779527559056,0.9891304347826086
5322,2023,3,150118,1.0,-1.3244321446629679,0.9352660343223732,0.5015979849821075,0.1230518270619665,0.3556274814114196,0.7046490043290043,0.9963144495799152,0.1526760345437043,0.984151049849992,0.9861316568047338
5356,2023,4,150106,1.0,-1.117308805648377,0.862738103657067,0.494973418366169,0.1127360827891701,0.0187062070018372,0.2401694274474217,0.9970521393414116,0.1474547440147808,0.9716315096618754,0.9581830204770432
5383,2023,4,150128,1.0,-0.2953624516853087,0.9452886967422364,0.1063918800955806,0.1207597877323343,0.0165787012987013,0.0175044155844155,0.9886261322353432,0.1774895610656451,0.9701024451953314,0.9863968616842036
5399,2023,4,150143,1.0,-0.6064045694123906,0.2346666666666666,0.3464761904761904,0.161056277056277,0.1388571428571428,0.0925714285714285,1.0,0.1057406285851176,0.98303470423213,0.9839209376779288
5401,2023,5,150103,1.0,-0.6064045694123906,0.9950077134986224,0.7193757490307411,0.2346181842713667,0.1144272159695391,0.3497584722322672,0.9982917608615416,0.1446044609442534,0.9613837350985922,0.9811204668985504
5408,2023,5,150107,1.0,-1.5039390384756122,0.8676186377803229,0.4156102826760112,0.1120555770525264,0.0547615262542809,0.0940633524925048,0.97433160274734,0.1370041317135071,0.9864690570255464,0.9854858053872588
5422,2023,5,150118,1.0,-1.5039390384756122,0.8352226328205861,0.5062775517902267,0.1219511530973238,0.1185601628054137,0.2481974655647383,0.985291607067632,0.1523727713126706,0.9839302282833234,0.9861932938856016
5458,2023,6,150107,4.0,-0.0678838879744577,0.8406474491334737,0.4164934526315601,0.1178019692725574,0.0566666666666666,0.0896890987800078,0.9734046225465652,0.1368242582445662,0.986447405923489,0.985447988478187
5461,2023,6,150110,1.0,-0.7859114632250349,0.9411764705882352,0.4705882352941176,0.1176470588235294,0.0,0.0,1.0,0.1483550960550443,0.9906491790392804,0.9731368142990944
5472,2023,6,150118,1.0,-0.0678838879744577,0.8160966884158326,0.5097193089392579,0.1206610798589408,0.0571645021645021,0.1609346713892168,0.9770445491275274,0.1521464914816625,0.9838211349669485,0.9862395216962524
5480,2023,6,150125,1.0,-0.6064045694123906,0.8,0.5333333333333333,0.0666666666666666,0.0666666666666666,0.2,1.0,0.1167364035443229,1.0,0.9755091435919148
